Integer, Steps, Result
24773,3,254452
24774,3,474474
24775,3,694496
24777,26,8802202552022088
24778,2,137731
24779,2,247742
24780,4,132231
24781,4,572275
24782,6,12588521
24783,3,276672
24784,3,496694
24785,5,4668664
24786,13,49985258994
24787,10,1786446871
24788,2,148841
24789,2,258852
24790,4,176671
24791,6,2468642
24792,6,16866861
24793,3,298892
24794,14,5233333325
24795,11,2797227972
24796,7,88033088
24797,13,5166226615
24798,2,159951
24799,2,269962
24800,3,99499
24801,5,879978
24803,3,113311
24804,3,333333
24805,3,553355
24806,3,773377
24807,3,993399
24808,4,527725
24809,4,967769
24810,3,93639
24811,4,479974
24812,26,4455597447955544
24813,3,135531
24814,3,355553
24815,3,575575
24816,3,795597
24817,5,12888821
24818,6,1576751
24819,6,11377311
24820,3,97679
24821,5,938839
24822,8,89377398
24823,3,157751
24824,3,377773
24825,3,597795
24826,10,587888785
24827,5,14577541
24828,6,2346432
24829,6,15655651
24830,12,1556556551
24831,4,468864
24832,10,663787366
24833,3,179971
24834,3,399993
24835,5,2530352
24837,7,56677665
24838,6,2322232
24839,3,599995
24840,5,1686861
24841,5,916619
24842,0,24842
24843,4,393393
24844,4,734437
24845,18,99048884099
24846,5,6868686
24847,5,18855881
24848,4,793397
24849,33,44035358885353044
24850,5,439934
24851,6,3520253
24852,6,4290924
24853,3,223322
24854,3,443344
24855,3,663366
24856,3,883388
24857,10,695565596
24858,2,117711
24859,2,227722
24860,5,293392
24861,11,93000039
24862,6,13799731
24863,3,236632
24864,3,456654
24865,3,676676
24866,3,896698
24868,2,128821
24869,2,238832
24870,8,2310132
24871,6,2786872
24872,10,226969622
24873,3,258852
24874,3,478874
24875,3,698896
24876,7,89377398
24878,2,139931
24879,2,249942
24880,5,271172
24881,6,1772771
24882,6,12455421
24883,8,22911922
24884,4,991199
24885,5,4754574
24886,7,89111198
24887,3,1332331
24888,3,291192
24889,4,923329
24890,8,2432342
24891,6,2542452
24892,6,16733761
24893,4,595595
24894,4,936639
24895,6,9386839
24897,3,1454541
24898,4,527725
24899,4,967769
24900,7,4290924
24901,4,443344
24902,4,883388
24903,3,117711
24904,3,337733
24905,3,557755
24906,3,777777
24907,3,997799
24908,6,1674761
24909,8,144222441
24910,11,226969622
24911,4,478874
24912,8,89377398
24913,3,139931
24914,3,359953
24915,3,579975
24916,3,799997
24917,5,12322321
24918,4,570075
24919,6,12322321
24920,7,16733761
24921,5,936639
24923,5,527725
24925,11,695565596
24926,5,6978796
24927,6,29911992
24929,6,16699661
24930,28,8802202552022088
24931,4,467764
24932,20,8813200023188
24933,7,2346432
24934,4,797797
24935,7,9288829
24937,5,16699661
24938,10,89111198
24939,13,4964444694
24940,5,1674761
24941,5,914419
24942,0,24942
24943,5,793397
24945,9,31200213
24946,5,6856586
24947,11,869363968
24948,14,8939779398
24949,5,1478741
24950,4,223322
24951,4,663366
24952,11,695565596
24953,3,227722
24954,3,447744
24955,3,667766
24956,3,887788
24957,12,4964444694
24958,2,119911
24959,2,229922
24960,5,291192
24961,6,1992991
24962,6,13666631
24963,4,471174
24964,8,88255288
24965,5,3972793
24966,11,4964444694
24967,3,1112111
24968,3,251152
24969,3,471174
24970,8,2322232
24971,6,2762672
24972,6,17944971
24973,23,17833455433871
24974,6,8934398
24975,12,4964444694
24976,11,8911661198
24977,3,1234321
24978,3,273372
24979,3,493394
24980,4,139931
24981,4,579975
24982,6,12322321
24983,7,12322321
24984,4,999999
24985,5,4742474
24987,3,1356531
24988,3,295592
24989,22,17833455433871
24990,8,2346432
24991,8,9288829
24992,6,16699661
24993,14,4964444694
24995,6,9362639
24996,7,88777788
24997,3,1478741
24998,6,1674761
24999,8,144222441
25000,1,25052
25001,1,35053
25002,1,45054
25003,1,55055
25004,1,65056
25005,1,75057
25006,1,85058
25007,1,95059
25008,2,165561
25009,2,275572
25010,1,26062
25011,1,36063
25012,1,46064
25013,1,56065
25014,1,66066
25015,1,76067
25016,1,86068
25017,1,96069
25018,2,176671
25019,2,286682
25020,1,27072
25021,1,37073
25022,1,47074
25023,1,57075
25024,1,67076
25025,1,77077
25026,1,87078
25027,1,97079
25028,2,187781
25029,2,297792
25030,1,28082
25031,1,38083
25032,1,48084
25033,1,58085
25034,1,68086
25035,1,78087
25036,1,88088
25037,1,98089
25038,2,198891
25039,8,9912199
25040,1,29092
25041,1,39093
25042,1,49094
25043,1,59095
25044,1,69096
25045,1,79097
25046,1,89098
25047,1,99099
25048,3,211112
25049,3,431134
25050,2,50205
25051,2,70207
25052,0,25052
25053,3,222222
25054,3,442244
25055,3,662266
25056,3,882288
25057,3,1112111
25058,2,121121
25059,2,231132
25060,2,52225
25061,2,72227
25062,2,92229
25063,3,244442
25064,3,464464
25065,3,684486
25067,3,1234321
25068,2,132231
25069,1,121121
25070,2,54245
25071,2,74247
25072,2,94249
25073,3,266662
25074,3,486684
25075,5,4448444
25077,3,1356531
25078,2,143341
25079,2,253352
25080,2,56265
25081,2,76267
25082,2,96269
25083,3,288882
25084,8,118929811
25087,3,1478741
25088,2,154451
25089,2,264462
25090,2,58285
25091,2,78287
25092,2,98289
25093,4,512215
25094,4,952259
25095,12,4426886244
25096,29,893974888888479398
25097,5,5292925
25098,2,165561
25099,2,275572
25100,1,25252
25101,1,35253
25102,1,45254
25103,1,55255
25104,1,65256
25105,1,75257
25106,1,85258
25107,1,95259
25108,2,167761
25109,2,277772
25110,1,26262
25111,1,36263
25112,1,46264
25113,1,56265
25114,1,66266
25115,1,76267
25116,1,86268
25117,1,96269
25118,2,178871
25119,2,288882
25120,1,27272
25121,1,37273
25122,1,47274
25123,1,57275
25124,1,67276
25125,1,77277
25126,1,87278
25127,1,97279
25128,2,189981
25129,2,299992
25130,1,28282
25131,1,38283
25132,1,48284
25133,1,58285
25134,1,68286
25135,1,78287
25136,1,88288
25137,1,98289
25138,3,391193
25139,3,512215
25140,1,29292
25141,1,39293
25142,1,49294
25143,1,59295
25144,1,69296
25145,1,79297
25146,1,89298
25147,1,99299
25148,3,215512
25149,3,435534
25150,2,50605
25151,2,70607
25152,0,25152
25153,3,226622
25154,3,446644
25155,3,666666
25156,3,886688
25157,3,1136311
25158,2,123321
25159,2,233332
25160,2,52625
25161,2,72627
25162,2,92629
25163,3,248842
25164,3,468864
25165,3,688886
25166,9,663787366
25167,3,1258521
25168,2,134431
25169,2,244442
25170,2,54645
25171,2,74647
25172,2,94649
25173,5,963369
25174,10,881585188
25175,5,4534354
25177,6,9716179
25178,2,145541
25179,2,255552
25180,2,56665
25181,2,76667
25182,2,96669
25183,9,52788725
25184,4,916619
25185,6,9936399
25187,4,2994992
25188,2,156651
25189,2,266662
25190,2,58685
25191,2,78687
25192,2,98689
25193,6,1442441
25194,10,496343694
25195,5,4412144
25196,19,88561499416588
25197,5,5280825
25198,2,167761
25199,2,277772
25200,1,25452
25201,1,35453
25202,1,45454
25203,1,55455
25204,1,65456
25205,1,75457
25206,1,85458
25207,1,95459
25208,2,169961
25209,2,279972
25210,1,26462
25211,1,36463
25212,1,46464
25213,1,56465
25214,1,66466
25215,1,76467
25216,1,86468
25217,1,96469
25218,16,49985258994
25219,10,169767961
25220,1,27472
25221,1,37473
25222,1,47474
25223,1,57475
25224,1,67476
25225,1,77477
25226,1,87478
25227,1,97479
25228,9,14355341
25229,3,593395
25230,1,28482
25231,1,38483
25232,1,48484
25233,1,58485
25234,1,68486
25235,1,78487
25236,1,88488
25237,1,98489
25238,3,395593
25239,3,516615
25240,1,29492
25241,1,39493
25242,1,49494
25243,1,59495
25244,1,69496
25245,1,79497
25246,1,89498
25247,1,99499
25248,3,219912
25249,3,439934
25250,4,121121
25251,4,561165
25252,0,25252
25253,3,221122
25254,3,441144
25255,3,661166
25256,3,881188
25257,5,4522254
25258,2,125521
25259,2,235532
25260,4,165561
25261,5,1112111
25262,6,15522551
25263,3,243342
25264,3,463364
25265,3,683386
25267,6,9912199
25268,2,136631
25269,2,246642
25270,5,211112
25271,7,2126212
25272,31,17858768886785871
25273,3,265562
25274,3,485584
25275,5,4424244
25276,29,893974888888479398
25277,4,2798972
25278,2,147741
25279,2,257752
25280,4,154451
25281,4,594495
25282,15,22782228722
25283,3,287782
25284,13,8846446488
25285,12,8814884188
25287,12,2268338622
25288,2,158851
25289,2,268862
25290,4,198891
25291,14,1475335741
25292,10,232585232
25293,4,510015
25294,4,950059
25295,6,8702078
25297,7,16999961
25298,2,169961
25299,2,279972
25300,1,25652
25301,1,35653
25302,1,45654
25303,1,55655
25304,1,65656
25305,1,75657
25306,1,85658
25307,1,95659
25308,4,567765
25310,1,26662
25311,1,36663
25312,1,46664
25313,1,56665
25314,1,66666
25315,1,76667
25316,1,86668
25317,1,96669
25318,6,2358532
25319,8,52788725
25320,1,27672
25321,1,37673
25322,1,47674
25323,1,57675
25324,1,67676
25325,1,77677
25326,1,87678
25327,1,97679
25328,6,2236322
25329,3,597795
25330,1,28682
25331,1,38683
25332,1,48684
25333,1,58685
25334,1,68686
25335,1,78687
25336,1,88688
25337,1,98689
25338,3,399993
25339,5,1442441
25340,1,29692
25341,1,39693
25342,1,49694
25343,1,59695
25344,1,69696
25345,1,79697
25346,1,89698
25347,1,99699
25348,4,437734
25349,4,877778
25350,4,129921
25351,4,569965
25352,0,25352
25353,3,225522
25354,3,445544
25355,3,665566
25356,3,885588
25357,10,885868588
25358,2,127721
25359,2,237732
25360,8,1564651
25361,10,89111198
25363,3,247742
25364,3,467764
25365,3,687786
25366,19,8813200023188
25367,10,1556556551
25368,2,138831
25369,2,248842
25370,13,499404994
25373,3,269962
25374,3,489984
25375,5,4510154
25377,10,1896666981
25378,2,149941
25379,2,259952
25380,8,1686861
25381,8,8726278
25382,7,29188192
25383,7,15788751
25384,4,914419
25385,5,4998994
25387,3,1442441
25388,4,523325
25389,4,963369
25390,6,797797
25391,7,5952595
25393,4,518815
25394,4,958859
25395,13,9382222839
25396,13,88366666388
25397,3,1564651
25398,4,567765
25400,1,25852
25401,1,35853
25402,1,45854
25403,1,55855
25404,1,65856
25405,1,75857
25406,1,85858
25407,1,95859
25408,6,1564651
25410,1,26862
25411,1,36863
25412,1,46864
25413,1,56865
25414,1,66866
25415,1,76867
25416,1,86868
25417,1,96869
25418,6,2432342
25419,8,56677665
25420,1,27872
25421,1,37873
25422,1,47874
25423,1,57875
25424,1,67876
25425,1,77877
25426,1,87878
25427,1,97879
25428,6,2310132
25429,11,695565596
25430,1,28882
25431,1,38883
25432,1,48884
25433,1,58885
25434,1,68886
25435,1,78887
25436,1,88888
25437,1,98889
25438,4,797797
25439,15,5166226615
25440,1,29892
25441,1,39893
25442,1,49894
25443,1,59895
25444,1,69896
25445,1,79897
25446,1,89898
25447,1,99899
25448,11,499404994
25449,38,6832123695335963212386
25450,4,128821
25451,4,568865
25452,0,25452
25453,3,229922
25454,3,449944
25455,3,669966
25456,3,889988
25457,8,89111198
25458,2,129921
25459,2,239932
25460,8,1576751
25461,12,891000198
25462,10,169767961
25463,4,493394
25464,19,16668488486661
25465,12,927787729
25466,5,8958598
25467,3,1222221
25468,3,271172
25469,3,491194
25470,4,117711
25471,4,557755
25472,4,997799
25473,9,144222441
25474,16,663305503366
25475,12,8911661198
25476,11,8836886388
25477,3,1344431
25478,3,293392
25479,4,927729
25480,6,527725
25481,12,695565596
25482,7,29911992
25483,7,16699661
25484,8,134202431
25485,5,4986894
25486,5,8836388
25487,3,1466641
25488,6,1686861
25489,8,145686541
25490,6,793397
25491,10,31200213
25492,12,869363968
25493,6,1478741
25494,9,259727952
25495,10,682242286
25496,15,663305503366
25497,3,1588851
25498,6,1564651
25500,3,92229
25501,4,464464
25503,3,132231
25504,3,352253
25505,3,572275
25506,3,792297
25507,5,12588521
25508,2,166661
25509,2,276672
25510,3,96269
25511,9,118929811
25513,3,154451
25514,3,374473
25515,3,594495
25516,8,73466437
25517,14,22782228722
25518,2,177771
25519,2,287782
25520,5,1136311
25521,4,453354
25522,4,893398
25523,3,176671
25524,3,396693
25525,5,2468642
25527,5,16866861
25528,2,188881
25529,2,298892
25530,7,5280825
25531,4,497794
25533,3,198891
25535,13,1475335741
25536,7,39633693
25537,9,232585232
25538,2,199991
25539,3,510015
25540,2,59095
25541,2,79097
25542,2,99099
25543,4,431134
25544,4,871178
25545,5,3532353
25546,21,99771377317799
25547,4,2102012
25548,2,111111
25549,2,221122
25550,2,51215
25551,2,71217
25552,0,25552
25553,3,233332
25554,3,453354
25555,3,673376
25556,3,893398
25557,3,1124211
25558,2,122221
25559,2,232232
25560,2,53235
25561,2,73237
25562,2,93239
25563,3,255552
25564,3,475574
25565,3,695596
25566,21,111675303576111
25567,3,1246421
25568,2,133331
25569,2,243342
25570,2,55255
25571,2,75257
25572,2,95259
25573,3,277772
25574,3,497794
25577,3,1368631
25578,2,144441
25579,2,254452
25580,2,57275
25581,2,77277
25582,2,97279
25583,3,299992
25584,4,930039
25585,12,5158778515
25586,7,88555588
25587,31,44035358885353044
25588,2,155551
25589,2,265562
25590,2,59295
25591,2,79297
25592,2,99299
25593,4,435534
25594,4,875578
25595,8,45344354
25597,9,52788725
25598,2,166661
25599,2,276672
25600,7,15522551
25601,4,463364
25603,3,136631
25604,3,356653
25605,3,576675
25606,3,796697
25607,6,25933952
25608,2,168861
25609,2,278872
25610,16,22782228722
25611,14,8846446488
25613,3,158851
25614,3,378873
25615,3,598895
25616,12,2326666232
25618,2,179971
25619,2,289982
25620,5,1124211
25621,4,452254
25622,4,892298
25623,17,49985258994
25624,4,791197
25625,5,2554552
25626,53,4668731596684224866951378664
25627,9,156323651
25628,9,14877841
25629,3,591195
25630,11,52788725
25631,4,496694
25632,14,49985258994
25633,4,395593
25634,4,736637
25635,6,5976795
25636,10,587888785
25637,5,18988981
25638,3,393393
25639,3,514415
25640,2,59495
25641,2,79497
25642,2,99499
25643,4,439934
25644,4,879978
25645,5,3520253
25647,5,4290924
25648,2,113311
25649,2,223322
25650,2,51615
25651,2,71617
25652,0,25652
25653,3,237732
25654,3,457754
25655,3,677776
25656,3,897798
25657,3,1148411
25658,2,124421
25659,2,234432
25660,2,53635
25661,2,73637
25662,2,93639
25663,3,259952
25664,3,479974
25665,3,699996
25666,25,4455597447955544
25667,5,4962694
25668,2,135531
25669,2,245542
25670,2,55655
25671,2,75657
25672,2,95659
25674,4,993399
25675,5,4778774
25676,38,6839849878998789489386
25677,10,1686666861
25678,2,146641
25679,2,256652
25680,2,57675
25681,2,77677
25682,2,97679
25683,4,597795
25684,4,938839
25685,10,1771331771
25686,7,89377398
25688,2,157751
25689,2,267762
25690,2,59695
25691,2,79697
25692,2,99699
25693,5,877778
25694,11,931707139
25695,5,3568653
25696,14,133697796331
25697,11,154242451
25698,2,168861
25699,2,278872
25700,11,169767961
25701,20,16668488486661
25702,6,8958598
25703,4,271172
25704,6,4656564
25705,5,1772771
25706,7,35488453
25707,5,12455421
25708,4,563365
25709,7,22911922
25710,8,29911992
25711,9,134202431
25712,6,8836388
25713,7,1686861
25714,6,4534354
25715,7,8726278
25716,8,87999978
25717,6,29188192
25718,17,89540004598
25719,6,15788751
25720,5,1112111
25721,9,88255288
25722,12,4964444694
25723,7,2432342
25724,4,799997
25725,5,2542452
25726,19,16967744776961
25727,5,16733761
25728,12,695686596
25729,3,595595
25730,7,5292925
25731,5,999999
25733,5,797797
25735,6,5952595
25738,3,397793
25739,3,518815
25740,2,59895
25741,2,79897
25742,2,99899
25743,39,6832123695335963212386
25744,15,177136631771
25745,21,66354322345366
25746,25,1676404554046761
25747,8,79433497
25748,2,115511
25749,2,225522
25750,4,143341
25751,4,583385
25752,0,25752
25753,3,232232
25754,3,452254
25755,3,672276
25756,3,892298
25757,8,89899898
25758,2,126621
25759,2,236632
25760,4,187781
25761,12,1367777631
25763,3,254452
25764,3,474474
25765,3,694496
25767,26,8802202552022088
25768,2,137731
25769,2,247742
25770,4,132231
25771,4,572275
25772,6,12588521
25773,3,276672
25774,3,496694
25775,5,4668664
25776,13,49985258994
25777,10,1786446871
25778,2,148841
25779,2,258852
25780,4,176671
25781,6,2468642
25782,6,16866861
25783,3,298892
25784,14,5233333325
25785,11,2797227972
25786,7,88033088
25787,13,5166226615
25788,2,159951
25789,2,269962
25790,5,431134
25791,6,3532353
25792,5,2102012
25793,3,221122
25794,3,441144
25795,3,661166
25796,3,881188
25797,3,1552551
25798,4,563365
25799,7,22911922
25800,3,93639
25801,4,479974
25802,26,4455597447955544
25803,3,135531
25804,3,355553
25805,3,575575
25806,3,795597
25807,5,12888821
25808,6,1576751
25809,6,11377311
25810,3,97679
25811,5,938839
25812,8,89377398
25813,3,157751
25814,3,377773
25815,3,597795
25816,10,587888785
25817,5,14577541
25818,6,2346432
25819,6,15655651
25820,12,1556556551
25821,4,468864
25822,10,663787366
25823,3,179971
25824,3,399993
25825,5,2530352
25827,7,56677665
25828,6,2322232
25829,3,599995
25830,5,1686861
25831,5,916619
25833,4,393393
25834,4,734437
25835,18,99048884099
25836,5,6868686
25837,5,18855881
25838,4,793397
25839,33,44035358885353044
25840,5,439934
25841,6,3520253
25842,6,4290924
25843,3,223322
25844,3,443344
25845,3,663366
25846,3,883388
25847,10,695565596
25848,2,117711
25849,2,227722
25850,5,293392
25851,11,93000039
25852,0,25852
25853,3,236632
25854,3,456654
25855,3,676676
25856,3,896698
25858,2,128821
25859,2,238832
25860,8,2310132
25861,6,2786872
25862,10,226969622
25863,3,258852
25864,3,478874
25865,3,698896
25866,7,89377398
25868,2,139931
25869,2,249942
25870,5,271172
25871,6,1772771
25872,6,12455421
25873,8,22911922
25874,4,991199
25875,5,4754574
25876,7,89111198
25877,3,1332331
25878,3,291192
25879,4,923329
25880,8,2432342
25881,6,2542452
25882,6,16733761
25883,4,595595
25884,4,936639
25885,6,9386839
25887,3,1454541
25888,4,527725
25889,4,967769
25890,40,6832123695335963212386
25891,22,66354322345366
25892,9,79433497
25893,3,225522
25894,3,445544
25895,3,665566
25896,3,885588
25897,3,1576751
25898,6,1576751
25899,6,11377311
25900,11,226969622
25901,4,478874
25902,8,89377398
25903,3,139931
25904,3,359953
25905,3,579975
25906,3,799997
25907,5,12322321
25908,4,570075
25909,6,12322321
25910,7,16733761
25911,5,936639
25913,5,527725
25915,11,695565596
25916,5,6978796
25917,6,29911992
25919,6,16699661
25920,28,8802202552022088
25921,4,467764
25922,20,8813200023188
25923,7,2346432
25924,4,797797
25925,7,9288829
25927,5,16699661
25928,10,89111198
25929,13,4964444694
25930,5,1674761
25931,5,914419
25933,5,793397
25935,9,31200213
25936,5,6856586
25937,11,869363968
25938,14,8939779398
25939,5,1478741
25940,4,223322
25941,4,663366
25942,11,695565596
25943,3,227722
25944,3,447744
25945,3,667766
25946,3,887788
25947,12,4964444694
25948,2,119911
25949,2,229922
25950,5,291192
25951,6,1992991
25952,0,25952
25953,4,471174
25954,8,88255288
25955,5,3972793
25956,11,4964444694
25957,3,1112111
25958,3,251152
25959,3,471174
25960,8,2322232
25961,6,2762672
25962,6,17944971
25963,23,17833455433871
25964,6,8934398
25965,12,4964444694
25966,11,8911661198
25967,3,1234321
25968,3,273372
25969,3,493394
25970,4,139931
25971,4,579975
25972,6,12322321
25973,7,12322321
25974,4,999999
25975,5,4742474
25977,3,1356531
25978,3,295592
25979,22,17833455433871
25980,8,2346432
25981,8,9288829
25982,6,16699661
25983,14,4964444694
25985,6,9362639
25986,7,88777788
25987,3,1478741
25988,6,1674761
25989,8,144222441
25990,4,227722
25991,4,667766
25992,13,4964444694
25993,3,229922
25994,3,449944
25995,3,669966
25996,3,889988
25997,5,5292925
25998,4,570075
25999,6,12322321
26000,1,26062
26001,1,36063
26002,1,46064
26003,1,56065
26004,1,66066
26005,1,76067
26006,1,86068
26007,1,96069
26008,2,176671
26009,2,286682
26010,1,27072
26011,1,37073
26012,1,47074
26013,1,57075
26014,1,67076
26015,1,77077
26016,1,87078
26017,1,97079
26018,2,187781
26019,2,297792
26020,1,28082
26021,1,38083
26022,1,48084
26023,1,58085
26024,1,68086
26025,1,78087
26026,1,88088
26027,1,98089
26028,2,198891
26029,8,9912199
26030,1,29092
26031,1,39093
26032,1,49094
26033,1,59095
26034,1,69096
26035,1,79097
26036,1,89098
26037,1,99099
26038,3,211112
26039,3,431134
26040,2,50205
26041,2,70207
26042,2,90209
26043,3,222222
26044,3,442244
26045,3,662266
26046,3,882288
26047,3,1112111
26048,2,121121
26049,2,231132
26050,2,52225
26051,2,72227
26052,2,92229
26053,3,244442
26054,3,464464
26055,3,684486
26057,3,1234321
26058,2,132231
26059,1,121121
26060,2,54245
26061,2,74247
26062,0,26062
26063,3,266662
26064,3,486684
26065,5,4448444
26067,3,1356531
26068,2,143341
26069,2,253352
26070,2,56265
26071,2,76267
26072,2,96269
26073,3,288882
26074,8,118929811
26077,3,1478741
26078,2,154451
26079,2,264462
26080,2,58285
26081,2,78287
26082,2,98289
26083,4,512215
26084,4,952259
26085,12,4426886244
26086,29,893974888888479398
26087,5,5292925
26088,2,165561
26089,2,275572
26090,4,226622
26091,4,666666
26092,4,1136311
26093,3,233332
26094,3,453354
26095,3,673376
26096,3,893398
26097,8,29911992
26098,2,176671
26099,2,286682
26100,1,26262
26101,1,36263
26102,1,46264
26103,1,56265
26104,1,66266
26105,1,76267
26106,1,86268
26107,1,96269
26108,2,178871
26109,2,288882
26110,1,27272
26111,1,37273
26112,1,47274
26113,1,57275
26114,1,67276
26115,1,77277
26116,1,87278
26117,1,97279
26118,2,189981
26119,2,299992
26120,1,28282
26121,1,38283
26122,1,48284
26123,1,58285
26124,1,68286
26125,1,78287
26126,1,88288
26127,1,98289
26128,3,391193
26129,3,512215
26130,1,29292
26131,1,39293
26132,1,49294
26133,1,59295
26134,1,69296
26135,1,79297
26136,1,89298
26137,1,99299
26138,3,215512
26139,3,435534
26140,2,50605
26141,2,70607
26142,2,90609
26143,3,226622
26144,3,446644
26145,3,666666
26146,3,886688
26147,3,1136311
26148,2,123321
26149,2,233332
26150,2,52625
26151,2,72627
26152,2,92629
26153,3,248842
26154,3,468864
26155,3,688886
26156,9,663787366
26157,3,1258521
26158,2,134431
26159,2,244442
26160,2,54645
26161,2,74647
26162,0,26162
26163,5,963369
26164,10,881585188
26165,5,4534354
26167,6,9716179
26168,2,145541
26169,2,255552
26170,2,56665
26171,2,76667
26172,2,96669
26173,9,52788725
26174,4,916619
26175,6,9936399
26177,4,2994992
26178,2,156651
26179,2,266662
26180,2,58685
26181,2,78687
26182,2,98689
26183,6,1442441
26184,10,496343694
26185,5,4412144
26186,19,88561499416588
26187,5,5280825
26188,2,167761
26189,2,277772
26190,4,225522
26191,4,665566
26192,11,885868588
26193,3,237732
26194,3,457754
26195,3,677776
26196,3,897798
26197,11,146787641
26198,2,178871
26199,2,288882
26200,1,26462
26201,1,36463
26202,1,46464
26203,1,56465
26204,1,66466
26205,1,76467
26206,1,86468
26207,1,96469
26208,16,49985258994
26209,10,169767961
26210,1,27472
26211,1,37473
26212,1,47474
26213,1,57475
26214,1,67476
26215,1,77477
26216,1,87478
26217,1,97479
26218,9,14355341
26219,3,593395
26220,1,28482
26221,1,38483
26222,1,48484
26223,1,58485
26224,1,68486
26225,1,78487
26226,1,88488
26227,1,98489
26228,3,395593
26229,3,516615
26230,1,29492
26231,1,39493
26232,1,49494
26233,1,59495
26234,1,69496
26235,1,79497
26236,1,89498
26237,1,99499
26238,3,219912
26239,3,439934
26240,4,121121
26241,4,561165
26242,6,11244211
26243,3,221122
26244,3,441144
26245,3,661166
26246,3,881188
26247,5,4522254
26248,2,125521
26249,2,235532
26250,4,165561
26251,5,1112111
26252,6,15522551
26253,3,243342
26254,3,463364
26255,3,683386
26257,6,9912199
26258,2,136631
26259,2,246642
26260,5,211112
26261,7,2126212
26262,0,26262
26263,3,265562
26264,3,485584
26265,5,4424244
26266,29,893974888888479398
26267,4,2798972
26268,2,147741
26269,2,257752
26270,4,154451
26271,4,594495
26272,15,22782228722
26273,3,287782
26274,13,8846446488
26275,12,8814884188
26277,12,2268338622
26278,2,158851
26279,2,268862
26280,4,198891
26281,14,1475335741
26282,10,232585232
26283,4,510015
26284,4,950059
26285,6,8702078
26287,7,16999961
26288,2,169961
26289,2,279972
26290,4,233332
26291,4,673376
26292,4,1124211
26293,3,232232
26294,3,452254
26295,3,672276
26296,3,892298
26297,3,1662661
26298,16,49985258994
26299,10,169767961
26300,1,26662
26301,1,36663
26302,1,46664
26303,1,56665
26304,1,66666
26305,1,76667
26306,1,86668
26307,1,96669
26308,6,2358532
26309,8,52788725
26310,1,27672
26311,1,37673
26312,1,47674
26313,1,57675
26314,1,67676
26315,1,77677
26316,1,87678
26317,1,97679
26318,6,2236322
26319,3,597795
26320,1,28682
26321,1,38683
26322,1,48684
26323,1,58685
26324,1,68686
26325,1,78687
26326,1,88688
26327,1,98689
26328,3,399993
26329,5,1442441
26330,1,29692
26331,1,39693
26332,1,49694
26333,1,59695
26334,1,69696
26335,1,79697
26336,1,89698
26337,1,99699
26338,4,437734
26339,4,877778
26340,4,129921
26341,4,569965
26342,6,11111111
26343,3,225522
26344,3,445544
26345,3,665566
26346,3,885588
26347,10,885868588
26348,2,127721
26349,2,237732
26350,8,1564651
26351,10,89111198
26353,3,247742
26354,3,467764
26355,3,687786
26356,19,8813200023188
26357,10,1556556551
26358,2,138831
26359,2,248842
26360,13,499404994
26362,0,26362
26363,3,269962
26364,3,489984
26365,5,4510154
26367,10,1896666981
26368,2,149941
26369,2,259952
26370,8,1686861
26371,8,8726278
26372,7,29188192
26373,7,15788751
26374,4,914419
26375,5,4998994
26377,3,1442441
26378,4,523325
26379,4,963369
26380,6,797797
26381,7,5952595
26383,4,518815
26384,4,958859
26385,13,9382222839
26386,13,88366666388
26387,3,1564651
26388,4,567765
26390,4,232232
26391,4,672276
26392,9,89899898
26393,3,236632
26394,3,456654
26395,3,676676
26396,3,896698
26397,3,1686861
26398,6,2358532
26399,8,52788725
26400,1,26862
26401,1,36863
26402,1,46864
26403,1,56865
26404,1,66866
26405,1,76867
26406,1,86868
26407,1,96869
26408,6,2432342
26409,8,56677665
26410,1,27872
26411,1,37873
26412,1,47874
26413,1,57875
26414,1,67876
26415,1,77877
26416,1,87878
26417,1,97879
26418,6,2310132
26419,11,695565596
26420,1,28882
26421,1,38883
26422,1,48884
26423,1,58885
26424,1,68886
26425,1,78887
26426,1,88888
26427,1,98889
26428,4,797797
26429,15,5166226615
26430,1,29892
26431,1,39893
26432,1,49894
26433,1,59895
26434,1,69896
26435,1,79897
26436,1,89898
26437,1,99899
26438,11,499404994
26439,38,6832123695335963212386
26440,4,128821
26441,4,568865
26442,8,46177164
26443,3,229922
26444,3,449944
26445,3,669966
26446,3,889988
26447,8,89111198
26448,2,129921
26449,2,239932
26450,8,1576751
26451,12,891000198
26452,10,169767961
26453,4,493394
26454,19,16668488486661
26455,12,927787729
26456,5,8958598
26457,3,1222221
26458,3,271172
26459,3,491194
26460,4,117711
26461,4,557755
26462,0,26462
26463,9,144222441
26464,16,663305503366
26465,12,8911661198
26466,11,8836886388
26467,3,1344431
26468,3,293392
26469,4,927729
26470,6,527725
26471,12,695565596
26472,7,29911992
26473,7,16699661
26474,8,134202431
26475,5,4986894
26476,5,8836388
26477,3,1466641
26478,6,1686861
26479,8,145686541
26480,6,793397
26481,10,31200213
26482,12,869363968
26483,6,1478741
26484,9,259727952
26485,10,682242286
26486,15,663305503366
26487,3,1588851
26488,6,1564651
26490,5,471174
26491,6,3972793
26492,4,1112111
26493,4,471174
26494,8,88255288
26495,5,3972793
26496,11,4964444694
26497,5,5634365
26498,6,2432342
26499,8,56677665
26500,3,96269
26501,9,118929811
26503,3,154451
26504,3,374473
26505,3,594495
26506,8,73466437
26507,14,22782228722
26508,2,177771
26509,2,287782
26510,5,1136311
